Barbara Lewis,Don't Forget About Me - Remastered Single Version,0,0,1,0
The Righteous Brothers,Just Once In My Life,0,0,0,0
The Animals,Don't Bring Me Down,0,0,0,0
The Monkees,Take A Giant Step,2,0,0,0
The Monkees,Sometime In The Morning,1,0,0,1
Dusty Springfield,Goin' Back,0,0,0,0
Carole King,Yours Until Tomorrow,0,0,0,0
The Monkees,Pleasant Valley Sunday,0,0,0,0
The Monkees,Star Collector - 2007 Remastered Version,0,0,0,0
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,0,0,0,0
The Monkees,"Porpoise Song [Theme from ""Head""] [Single Version]",0,0,0,0
The Monkees,Sweet Young Thing - 2006 Remastered Original Stereo Version,1,0,0,1
The Partridge Family,I'll Meet You Halfway,0,0,0,0
Rod Stewart,It's Not The Spotlight (2009 Remastered Album Version),0,0,0,0
Natalie Cole,Someone That I Used To Love - 2003 Digital Remaster,4,0,0,0
George Benson,Nothing's Gonna Change My Love For You,7,0,0,0
Natalie Cole,Miss You Like Crazy,3,0,0,0
Gladys Knight & The Pips,I've Got to Use My Imagination,0,0,0,0
Marianne Faithfull,Something Better,0,0,1,0
The Ronettes,Is This What I Get For Loving You?,2,1,0,0
Michael Bublé,Have I Told You Lately That I Love You - with Naturally 7,1,0,0,0
Amy Winehouse,Will You Still Love Me Tomorrow? - 2011,3,0,0,0
2Pac,California Love - Original Mix (Explicit),1,0,0,0
2Pac,Shorty Wanna Be A Thug,0,0,0,0
Nate Dogg,Me & My Homies,1,0,1,0
2Pac,Dear Mama,2,1,0,0
MC Breed,Gotta Get Mine,0,0,1,0
2Pac,Baby Don't Cry (Keep Ya Head Up II),1,1,0,0
2Pac,Changes - (Explicit),2,0,0,0
2Pac,Ambitionz Az A Ridah,1,0,0,0
Smooth featuring 2Pac,P.Y.T. (Playa Young Thugs),0,0,0,0
2Pac,Keep Ya Head Up,2,0,2,0
The Lady Of Rage,Big Bad Lady (feat. 2Pac & Kevin Vernando),0,0,3,0
2Pac,Starin' Through My Rear View,1,0,0,0
2Pac,How Do You Want It,0,0,0,0
Ja Rule,Last Temptation,1,0,0,0
2Pac,Hit 'Em Up - Single Version (Explicit),0,0,1,0
2Pac,The Realist Killaz,0,0,0,1
2Pac,2 Of Amerikaz Most Wanted,0,0,0,0
Scarface,Smile,1,0,0,0
2Pac,Ghost,0,0,0,0
E-40,Dusted 'N' Disgusted,0,0,0,0
2Pac,I Ain't Mad At Cha,1,0,0,0
2Pac,Ghetto Gospel,0,0,0,0
Spice 1,Jealous Got Me Strapped,0,0,1,0
BIG CAZ PRESENTS,Thug Love,1,1,0,0
Nas,Thugz Mansion (N.Y.),1,0,1,0
