Sean Paul,I'm Still In Love With You (feat. Sasha),10,0,0,0
Shaggy,It Wasn't Me,0,0,0,0
Shaggy,Boombastic,1,0,1,0
Shaggy,Angel,0,0,0,0
Shaggy,Oh Carolina,0,0,1,0
Shaggy,Luv Me Luv Me,12,1,0,0
Shaggy,You Girl (feat. Ne-Yo),2,0,1,0
Shaggy,Hey Sexy Lady,1,0,0,0
Baauer,Dum Dum,0,0,0,0
Flosstradamus,Rollup - Baauer Remix,0,0,0,0
Buku,All Deez,0,0,0,0
Dream Mclean,Network - Chase & Status Remix,0,0,0,0
Foreign Beggars,Goon Bags - ƱZ Remix,0,0,0,0
Gent & Jawns,TurnUp,0,0,0,0
Flux Pavilion,I Can't Stop,0,0,0,0
Hardwell,Spaceman - Carnage Festival Trap Remix,0,0,0,0
Rusko,Jahova,0,0,0,0
DJ Fresh,Gold Dust (Flux Pavilion Remix),1,0,0,0
DJ Snake,Turn Down for What,0,0,0,0
TNGHT (Hudson Mohawke x Lunice),Higher Ground,0,0,0,0
Nicky Romero,Symphonica - Bare Remix,0,0,0,0
Hardwell,Spaceman - Carnage Festival Trap Remix,0,0,0,0
Major Lazer,Jah No Partial - Yellow Claw & Yung Felix Remix,1,0,0,0
Figure,The Brown Note,0,0,0,0
"A-Trak feat. Juicy J, Jim Jones, Flatbush Zombies, El-P",Piss Test - Flosstradamus Remix,0,0,0,0
Diplo feat. Nicky Da B,Express Yourself - Gent & Jawns Remix,0,0,0,0
Stooki Sound & Mr Carmack,Uppers,0,0,0,0
gLAdiator x Stooki Sound,Scared Now,0,3,0,0
"Friction & Skream feat. Scrufizzer, P Money & Riko Dan",Kingpin - Rockwell Remix,0,0,0,0
Sia,Chandelier,2,0,0,0
Natalie Imbruglia,Torn,0,0,0,0
Crowded House,Fall At Your Feet,0,0,0,0
Men At Work,Down Under,0,0,0,1
INXS,Need You Tonight,0,0,0,0
Cut Copy,Take Me Over,1,0,0,0
Empire of the Sun,Walking On A Dream,4,0,0,0
5 Seconds of Summer,She Looks So Perfect,0,0,0,0
Tame Impala,Elephant,1,1,0,0
Savage Garden,Truly Madly Deeply,2,0,0,0
Kylie Minogue,Into The Blue,0,0,0,0
Guy Sebastian,Like a Drum,0,0,0,0
Iggy Azalea,Work,1,0,1,0
Gotye,Somebody that I Used to Know,5,1,0,0
Wolfmother,Dimension,0,0,0,0
Silverchair,Ana's Song (Open Fire),0,0,0,0
Nick Cave & The Bad Seeds,We No Who U R,2,0,0,0
Air Supply,All Out of Love,2,0,0,0
Missy Higgins,Where I Stood,0,0,0,0
Bee Gees,Stayin' Alive (Remastered Album Version),0,0,0,0
Olivia Newton-John,Hopelessly Devoted To You,0,0,0,0
Jet,Look What You've Done,0,0,0,0
The Vines,Ride,0,0,1,0
Betty Who,Somebody Loves You,5,0,0,0
Delta Goodrem,Lost Without You,0,0,0,0
Midnight Oil,Beds Are Burning - Remastered,0,0,0,0
John Butler Trio,Spring To Come,1,0,1,0
Powderfinger,My Happiness,0,0,0,0
Keith Urban,Even The Stars Fall 4 U,0,0,0,0
The Seekers,I'll Never Find Another You,0,0,0,0
Brendan Maclean,Stupid,2,0,0,0
5 Seconds of Summer,She Looks So Perfect,0,0,0,0
Bliss n Eso,Act your Age,1,0,0,0
Cypress Hill,Hits from the Bong,0,0,0,0
Dr. Dre,The Next Episode,0,0,0,0
Wiz Khalifa,Roll Up,0,0,0,0
Big Sean,High,1,0,0,0
Kid Cudi,Marijuana,0,0,0,0
OutKast,Crumblin' Erb,0,0,0,0
Ice Cube,Smoke Some Weed,0,0,0,0
Bone Thugs-N-Harmony,The Weed Song,1,0,0,0
Afroman,Because I Got High,0,0,0,0
Kendrick Lamar,Blow My High (Members Only),1,0,1,0
Beastie Boys,"Hold It Now, Hit It",0,3,0,0
Redman,How To Roll A Blunt,0,0,0,0
Luniz,I Got 5 On It,0,1,0,0
Redman,How High,0,0,0,0
50 Cent,High All The Time,0,0,0,0
Beyoncé,Drunk in Love,7,0,0,0
JAY Z,03' Bonnie & Clyde,0,0,0,0
Beyoncé,Crazy in Love,3,0,0,0
JAY Z,Part II (On The Run),4,0,0,0
Beyoncé,Upgrade U,0,0,0,0
JAY Z,Lift Off,0,0,0,0
Beyoncé,Deja Vu,0,0,0,0
Beyoncé,That's How You Like It,1,0,0,0
Beyoncé,Welcome To Hollywood,1,0,1,0
JAY Z,Run This Town [Jay-Z + Rihanna + Kanye West],2,1,0,0
Beyoncé,Run the World (Girls),0,0,0,0
JAY Z,Izzo (H.O.V.A.),0,0,0,0
Beyoncé,Countdown,8,0,0,0
JAY Z,99 Problems,0,0,0,0
Beyoncé,Halo,0,0,0,0
JAY Z,Dirt Off Your Shoulder,3,0,0,0
Beyoncé,Love On Top,6,1,0,0
JAY Z,Hard Knock Life (Ghetto Anthem),0,0,0,0
Beyoncé,XO,4,0,0,0
JAY Z,Empire State Of Mind [Jay-Z + Alicia Keys],1,0,0,0
The Sonics,Strychnine,0,0,0,0
The Monks,Boys Are Boys and Girls Are Choice,1,0,0,0
The Velvet Underground,I'm Waiting For The Man,0,0,0,0
New York Dolls,Personality Crisis,1,1,0,0
Ramones,Blitzkrieg Bop - Remastered Version,0,0,0,0
The Runaways,Cherry Bomb,1,0,0,0
Sex Pistols,Anarchy In the UK,0,0,0,0
Buzzcocks,What Do I Get? - 1996 Remastered Version,0,0,0,0
Joy Division,Transmission,0,1,0,0
The Clash,White Riot,0,0,0,0
Generation X,Dancing With Myself,1,0,0,0
Abrasive Wheels,Vicious Circle,0,0,0,0
Misfits,20 Eyes,0,0,0,0
Descendents,Bikeage,1,0,0,0
Social Distortion,1945 (Posh Boy),0,0,0,0
The Pogues,Boys From The County Hell,0,0,0,0
Rancid,Hyena,0,0,0,0
Green Day,Basket Case,0,0,0,0
The Hives,Main Offender,1,0,1,0
Dropkick Murphys,Cadence To Arms,0,0,0,0
Flogging Molly,Salty Dog,0,0,1,0
Against Me!,Pints of Guinness Make You Strong,0,0,0,0
Cat Stevens,"If You Want To Sing Out, Sing Out",0,0,0,0
"Peter, Paul and Mary","Puff, The Magic Dragon - Remastered",1,0,0,0
"Crosby, Stills, Nash & Young",Teach Your Children,0,0,0,0
The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),0,0,0,0
Bob Dylan,Rainy Day Women #12 & 35,0,0,0,0
Willie Nelson,On the Road Again,1,0,0,0
James Taylor,Fire And Rain,0,0,0,0
Elton John,Give Peace A Chance,0,0,0,0
Grateful Dead,Touch Of Grey,0,0,0,0
Simon & Garfunkel,Homeward Bound,0,0,0,0
The Mamas & The Papas,California Dreamin',0,0,0,0
The Zombies,Time Of The Season (Mono Version),1,0,0,0
The Who,I Can See For Miles,0,0,0,0
Janis Joplin,Me And Bobby McGee,0,0,0,0
Hillsong United,Oceans (Where Feet May Fail),0,1,0,0
Phil Wickham,This Is Amazing Grace,0,0,0,0
Newsboys,We Believe,0,1,0,0
Newsboys,God's Not Dead (Like a Lion),0,0,0,0
MercyMe,Shake,1,0,0,0
Sidewalk Prophets,Keep Making Me,0,0,0,0
Crowder,I Am,1,0,0,0
Jamie Grace,Beautiful Day,2,0,0,0
Big Daddy Weave,The Only Name [Yours Will Be],0,0,0,0
tobyMac,Speak Life,1,0,0,0
Matthew West,Do Something,0,0,1,0
Building 429,Press On - Feat. Blanca Callahan of Group 1 Crew,0,1,0,0
The Afters,Broken Hallelujah,2,0,0,0
Bob Dylan,Blowin' in the Wind,1,0,0,0
Pete Seeger,Keep Your Eyes On The Prize,0,0,0,0
James Taylor,"Oh, Susannah",1,0,0,0
Woody Guthrie,This Land is Your Land,0,0,0,0
Bruce Springsteen,Jesse James (Just Ask),0,1,0,0
Gillian Welch,The Way It Goes,0,0,0,0
Jerry Douglas,On a Monday,0,0,0,0
Band of Horses,Slow Cruel Hands Of Time,0,0,0,0
The Civil Wars,I Had Me a Girl,0,0,0,0
First Aid Kit,Blue,0,1,0,0
Fleet Foxes,Helplessness Blues,0,0,0,0
The Head and the Heart,Another Story,0,0,0,0
Cat Stevens,"If You Want To Sing Out, Sing Out",0,0,0,0
Oscar Isaac,Fare Thee Well (Dink's Song),1,0,0,0
Punch Brothers,This Girl,1,0,0,0
Nickel Creek,Ode To A Butterfly,0,0,0,0
Joni Mitchell,A Case Of You,1,0,0,0
Old Crow Medicine Show,Wagon Wheel,0,0,0,0
Joan Baez,The Night They Drove Old Dixie Down,0,0,0,0
Jim Croce,Time In A Bottle,0,0,0,0
Deer Tick,Twenty Miles,1,0,0,0
Mumford & Sons,Little Lion Man,0,0,0,0
Bob Dylan,The Times They Are A-Changin',0,0,0,0
Kelis,Milkshake,0,0,0,0
